,bar_name,station_id,popularity,review_count,price,total_counts,rating,empty_slots,free_bikes,latitude,longitude,name
0,Le 4e Mur,36c6491aa1b52e5ef7005f984738de27,0.9660450876704704,99.0,3.0,11.0,4.25,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
1,Le Saint Bock,36c6491aa1b52e5ef7005f984738de27,0.9801108993984028,71.0,2.0,9.0,4.15,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
2,Brasserie Artisanale l'Amère a Boire Inc,36c6491aa1b52e5ef7005f984738de27,0.9608640733049304,84.0,2.0,8.0,4.05,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
3,Cadet,36c6491aa1b52e5ef7005f984738de27,0.9811314022279788,93.0,2.0,23.0,4.75,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
4,Pub l'Ile Noire,36c6491aa1b52e5ef7005f984738de27,0.9757577055100016,69.0,2.0,6.0,3.9,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
5,Renard,36c6491aa1b52e5ef7005f984738de27,0.982351723793416,21.0,3.0,12.0,4.45,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
6,Le Cheval Blanc,36c6491aa1b52e5ef7005f984738de27,0.9835434998251588,61.0,2.0,2.0,3.85,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
7,Cabaret Mado,36c6491aa1b52e5ef7005f984738de27,0.9631976706844504,27.0,2.0,11.0,4.15,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
8,Le Red Tiger,36c6491aa1b52e5ef7005f984738de27,0.9686926859206292,137.0,2.0,9.0,4.1,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
9,Patrick'S Pub Irlandais,36c6491aa1b52e5ef7005f984738de27,0.9720539225131488,98.0,2.0,2.0,3.8,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
10,La Distillerie No.1,36c6491aa1b52e5ef7005f984738de27,0.0625444417041051,315.0,2.0,21.0,4.5,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
11,Arcade MTL,36c6491aa1b52e5ef7005f984738de27,0.5595101601739615,26.0,1.0,13.0,4.5,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
12,Yer'Mad,36c6491aa1b52e5ef7005f984738de27,0.8757018316140132,15.0,1.0,11.0,4.5,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
13,Le Normandie,36c6491aa1b52e5ef7005f984738de27,0.7334713303358475,8.0,1.0,14.0,4.5,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
14,Patrick's Pub,36c6491aa1b52e5ef7005f984738de27,0.9990345997302896,25.0,2.0,6.0,3.5,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
15,Bistro à Jojo,36c6491aa1b52e5ef7005f984738de27,0.36573198677174,23.0,2.0,11.0,4.0,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
16,Midway,36c6491aa1b52e5ef7005f984738de27,0.3316889799996118,35.0,2.0,25.0,4.0,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
17,Pub le Sainte-Élisabeth,36c6491aa1b52e5ef7005f984738de27,0.1067005035431638,123.0,2.0,16.0,4.0,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
18,Pub l'Île Noire,36c6491aa1b52e5ef7005f984738de27,0.7759253871621193,60.0,2.0,4.0,4.0,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
19,Bootlegger l'Authentique,36c6491aa1b52e5ef7005f984738de27,0.0366456884570407,46.0,2.0,15.0,4.5,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
20,Le Mal Nécessaire,36c6491aa1b52e5ef7005f984738de27,0.2489600359489981,163.0,2.0,29.0,4.0,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
21,Stereo,36c6491aa1b52e5ef7005f984738de27,0.9125503478889034,54.0,3.0,13.0,3.5,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
22,Ginkgo,36c6491aa1b52e5ef7005f984738de27,0.2142463559787247,75.0,2.0,10.0,4.0,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
23,Les Foufounes Electriques,36c6491aa1b52e5ef7005f984738de27,0.7502585949663418,78.0,1.0,18.0,3.5,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
24,Bistro au Vieux St-Hubert,36c6491aa1b52e5ef7005f984738de27,0.833671813370226,6.0,2.0,10.0,3.5,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
25,Le Blossom,36c6491aa1b52e5ef7005f984738de27,0.1874823031636964,31.0,2.0,8.0,3.0,12,3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario)
26,Madame Smith,65f5707d61306518123222b4680bc282,0.9703982815588716,96.0,2.0,7.0,3.95,13,9,45.55321884238814,-73.53978216648102,Marché Maisonneuve
27,L'Espace Public-Brasseurs de Quartier,65f5707d61306518123222b4680bc282,0.9792117150870282,54.0,2.0,5.0,4.35,13,9,45.55321884238814,-73.53978216648102,Marché Maisonneuve
28,Le Trèfle - Taverne Irlandaise,65f5707d61306518123222b4680bc282,0.9747800209809672,72.0,2.0,7.0,3.8,13,9,45.55321884238814,-73.53978216648102,Marché Maisonneuve
29,Le Blind Pig,65f5707d61306518123222b4680bc282,0.9773419826300428,25.0,1.0,7.0,3.45,13,9,45.55321884238814,-73.53978216648102,Marché Maisonneuve
30,Brasserie de Lasalle Enr,65f5707d61306518123222b4680bc282,0.5996988446195237,24.0,2.0,5.0,4.1,13,9,45.55321884238814,-73.53978216648102,Marché Maisonneuve
31,La Nef,65f5707d61306518123222b4680bc282,0.7792359787906684,72.0,2.0,7.0,4.1,13,9,45.55321884238814,-73.53978216648102,Marché Maisonneuve
32,Bar le Bureau,65f5707d61306518123222b4680bc282,0.9100102050282958,26.0,2.0,3.0,4.1,13,9,45.55321884238814,-73.53978216648102,Marché Maisonneuve
33,Bar l'Assemblée,65f5707d61306518123222b4680bc282,0.9256460211094222,48.0,2.0,4.0,4.1,13,9,45.55321884238814,-73.53978216648102,Marché Maisonneuve
34,Taverne l'Escale,65f5707d61306518123222b4680bc282,0.9412247461231597,96.0,2.0,4.0,4.1,13,9,45.55321884238814,-73.53978216648102,Marché Maisonneuve
35,Loupblond,65f5707d61306518123222b4680bc282,0.0338264574279046,34.0,2.0,4.0,4.1,13,9,45.55321884238814,-73.53978216648102,Marché Maisonneuve
36,Le Trèfle,65f5707d61306518123222b4680bc282,0.1389366608801149,35.0,2.0,8.0,4.0,13,9,45.55321884238814,-73.53978216648102,Marché Maisonneuve
37,El Jumelgi,65f5707d61306518123222b4680bc282,0.4517947829602259,1.0,1.0,5.0,4.0,13,9,45.55321884238814,-73.53978216648102,Marché Maisonneuve
38,Rouge Gorge,0e58810dea9e4869279089cb8576642f,0.9532210066582456,18.0,2.0,11.0,4.1,12,17,45.52689,-73.57264,Rachel / de Brébeuf
39,Pub West Shefford,0e58810dea9e4869279089cb8576642f,0.9640326275450128,83.0,2.0,8.0,4.05,12,17,45.52689,-73.57264,Rachel / de Brébeuf
40,Bily Kun,0e58810dea9e4869279089cb8576642f,0.956589379634189,68.0,2.0,13.0,4.15,12,17,45.52689,-73.57264,Rachel / de Brébeuf
41,La Distillerie No2,0e58810dea9e4869279089cb8576642f,0.968492867184768,58.0,2.0,7.0,4.15,12,17,45.52689,-73.57264,Rachel / de Brébeuf
42,Fitzroy,0e58810dea9e4869279089cb8576642f,0.975493659323328,46.0,2.0,8.0,3.8,12,17,45.52689,-73.57264,Rachel / de Brébeuf
43,Bar Plan B,0e58810dea9e4869279089cb8576642f,0.9550265116644188,35.0,2.0,7.0,3.85,12,17,45.52689,-73.57264,Rachel / de Brébeuf
44,A Bar,0e58810dea9e4869279089cb8576642f,0.9262882956175468,93.0,2.0,2.0,3.85,12,17,45.52689,-73.57264,Rachel / de Brébeuf
45,Cafe-Bar le Boudoir,0e58810dea9e4869279089cb8576642f,0.9252606564045474,39.0,1.0,4.0,3.7,12,17,45.52689,-73.57264,Rachel / de Brébeuf
46,Le Terminal,0e58810dea9e4869279089cb8576642f,0.9725748785030722,33.0,2.0,6.0,3.75,12,17,45.52689,-73.57264,Rachel / de Brébeuf
47,Aux Verres Stérilisés Inc,0e58810dea9e4869279089cb8576642f,0.9487893125521848,73.0,2.0,1.0,3.4,12,17,45.52689,-73.57264,Rachel / de Brébeuf
48,Candi Bar,0e58810dea9e4869279089cb8576642f,0.7830644730444418,60.0,2.0,11.0,3.5,12,17,45.52689,-73.57264,Rachel / de Brébeuf
49,Le Rouge Gorge,0e58810dea9e4869279089cb8576642f,0.6049735612184822,33.0,2.0,10.0,4.5,12,17,45.52689,-73.57264,Rachel / de Brébeuf
50,L’Entrepôt - Mont-Royal,0e58810dea9e4869279089cb8576642f,0.3876766765616549,138.0,1.0,10.0,4.0,12,17,45.52689,-73.57264,Rachel / de Brébeuf
51,L'Escogriffe Bar Spectacle,0e58810dea9e4869279089cb8576642f,0.5079357189817219,18.0,1.0,16.0,4.5,12,17,45.52689,-73.57264,Rachel / de Brébeuf
52,L'Barouf,0e58810dea9e4869279089cb8576642f,0.8100579965120381,32.0,2.0,11.0,3.5,12,17,45.52689,-73.57264,Rachel / de Brébeuf
53,Ichigo Ichie,0e58810dea9e4869279089cb8576642f,0.6947417742489442,117.0,2.0,12.0,4.5,12,17,45.52689,-73.57264,Rachel / de Brébeuf
54,Bar la Shop,0e58810dea9e4869279089cb8576642f,0.1684094599422377,8.0,1.0,7.0,4.0,12,17,45.52689,-73.57264,Rachel / de Brébeuf
55,Big In Japan,0e58810dea9e4869279089cb8576642f,0.2269386618337535,258.0,2.0,12.0,3.5,12,17,45.52689,-73.57264,Rachel / de Brébeuf
56,Le A Bar,0e58810dea9e4869279089cb8576642f,0.9340217667486068,15.0,2.0,12.0,4.5,12,17,45.52689,-73.57264,Rachel / de Brébeuf
57,Barraca,0e58810dea9e4869279089cb8576642f,0.7928444404835151,63.0,2.0,7.0,3.5,12,17,45.52689,-73.57264,Rachel / de Brébeuf
58,West Shefford,0e58810dea9e4869279089cb8576642f,0.6045621824246012,7.0,1.0,7.0,3.5,12,17,45.52689,-73.57264,Rachel / de Brébeuf
59,La Distillerie No.2,0e58810dea9e4869279089cb8576642f,0.9413454599668716,71.0,2.0,8.0,4.5,12,17,45.52689,-73.57264,Rachel / de Brébeuf
60,Chez Baptiste,0e58810dea9e4869279089cb8576642f,0.5595867951096589,19.0,1.0,11.0,3.5,12,17,45.52689,-73.57264,Rachel / de Brébeuf
61,La Rockette,0e58810dea9e4869279089cb8576642f,0.0528657114234617,16.0,1.0,6.0,3.0,12,17,45.52689,-73.57264,Rachel / de Brébeuf
62,Plein Sud,0e58810dea9e4869279089cb8576642f,0.831673726809243,58.0,2.0,8.0,4.5,12,17,45.52689,-73.57264,Rachel / de Brébeuf
63,132 Bar Vintage,eeda0f4010f34ca2199f3585a76fef66,0.935308684264988,53.0,3.0,3.0,4.15,9,6,45.5534000891078,-73.66225451231003,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury)
64,Les Cavistes,eeda0f4010f34ca2199f3585a76fef66,0.9494744053608511,13.0,2.0,3.0,3.95,9,6,45.5534000891078,-73.66225451231003,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury)
65,Uber Cafbar,eeda0f4010f34ca2199f3585a76fef66,0.954748192710898,88.0,2.0,4.0,3.75,9,6,45.5534000891078,-73.66225451231003,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury)
66,In Vino Veritas,eeda0f4010f34ca2199f3585a76fef66,0.3041669342810451,21.0,2.0,3.0,4.1,9,6,45.5534000891078,-73.66225451231003,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury)
67,Bienvenu Bar Salon,eeda0f4010f34ca2199f3585a76fef66,0.937228371405939,14.0,2.0,4.0,4.1,9,6,45.5534000891078,-73.66225451231003,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury)
68,Bar Lajeunesse,eeda0f4010f34ca2199f3585a76fef66,0.5046993084844462,80.0,2.0,2.0,4.1,9,6,45.5534000891078,-73.66225451231003,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury)
69,Bar Ahuntsic,eeda0f4010f34ca2199f3585a76fef66,0.9933060723486552,61.0,2.0,3.0,4.1,9,6,45.5534000891078,-73.66225451231003,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury)
70,Le Rendez Vous du Thé,eeda0f4010f34ca2199f3585a76fef66,0.9319260385221976,98.0,2.0,3.0,4.1,9,6,45.5534000891078,-73.66225451231003,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury)
71,Le Pourvoyeur,eeda0f4010f34ca2199f3585a76fef66,0.9605215269005972,94.0,3.0,7.0,4.1,9,6,45.5534000891078,-73.66225451231003,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury)
72,Lanny Izakaya,eeda0f4010f34ca2199f3585a76fef66,0.8996190724673447,42.0,2.0,4.0,4.1,9,6,45.5534000891078,-73.66225451231003,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury)
73,Bar Vintage 132,eeda0f4010f34ca2199f3585a76fef66,0.3062697551577847,8.0,2.0,5.0,4.5,9,6,45.5534000891078,-73.66225451231003,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury)
74,Über Cafbar,eeda0f4010f34ca2199f3585a76fef66,0.2999435051471593,6.0,2.0,4.0,4.5,9,6,45.5534000891078,-73.66225451231003,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury)
75,Sacre Fut,eeda0f4010f34ca2199f3585a76fef66,0.5259798587859784,1.0,2.0,3.0,4.0,9,6,45.5534000891078,-73.66225451231003,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury)
76,Resto Bar Coin Du Metro,eeda0f4010f34ca2199f3585a76fef66,0.9777805318229592,4.0,2.0,3.0,3.0,9,6,45.5534000891078,-73.66225451231003,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury)
77,Le Petit Flore,eeda0f4010f34ca2199f3585a76fef66,0.1551390101712142,10.0,2.0,4.0,4.0,9,6,45.5534000891078,-73.66225451231003,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury)
78,Resto-Bar Lucky 7,8140fc3c3486abf913b0bd9211926f2b,0.6085265509145276,39.0,2.0,6.0,4.1,15,19,45.55984236120471,-73.61544728279114,Cité des Arts du Cirque (Paul Boutet / des Regrattiers)
79,Brasserie Place 37,8140fc3c3486abf913b0bd9211926f2b,0.8063542358003811,97.0,2.0,2.0,4.1,15,19,45.55984236120471,-73.61544728279114,Cité des Arts du Cirque (Paul Boutet / des Regrattiers)
80,Perandello Sport Bar,8140fc3c3486abf913b0bd9211926f2b,0.3135084601825487,19.0,2.0,2.0,4.1,15,19,45.55984236120471,-73.61544728279114,Cité des Arts du Cirque (Paul Boutet / des Regrattiers)
81,Brasserie Chez le Pere Gedeon,8140fc3c3486abf913b0bd9211926f2b,0.8996190724673447,73.0,2.0,6.0,4.1,15,19,45.55984236120471,-73.61544728279114,Cité des Arts du Cirque (Paul Boutet / des Regrattiers)
82,La Zone,8140fc3c3486abf913b0bd9211926f2b,0.9104659978243544,2.0,1.0,6.0,1.0,15,19,45.55984236120471,-73.61544728279114,Cité des Arts du Cirque (Paul Boutet / des Regrattiers)
83,Caffè Roma,8140fc3c3486abf913b0bd9211926f2b,0.9402930299312772,3.0,1.0,7.0,5.0,15,19,45.55984236120471,-73.61544728279114,Cité des Arts du Cirque (Paul Boutet / des Regrattiers)
84,Chez Baptiste Sur Masson,e287c24d95d9f0e3767d167d83ecebcd,0.9611780741755692,79.0,2.0,3.0,3.5,9,9,45.5457759528664,-73.56217458844185,Omer-Lavallée / du Midway
85,Morelli,e287c24d95d9f0e3767d167d83ecebcd,0.1116772641960507,3.0,2.0,7.0,4.1,9,9,45.5457759528664,-73.56217458844185,Omer-Lavallée / du Midway
86,Taverne Morelli,e287c24d95d9f0e3767d167d83ecebcd,0.8996190724673447,5.0,2.0,4.0,4.1,9,9,45.5457759528664,-73.56217458844185,Omer-Lavallée / du Midway
87,Boswell,e287c24d95d9f0e3767d167d83ecebcd,0.5849326501171193,46.0,2.0,8.0,4.5,9,9,45.5457759528664,-73.56217458844185,Omer-Lavallée / du Midway
88,Pot Masson,e287c24d95d9f0e3767d167d83ecebcd,0.4424757594989591,47.0,1.0,6.0,3.5,9,9,45.5457759528664,-73.56217458844185,Omer-Lavallée / du Midway
89,Baron Samedi,e287c24d95d9f0e3767d167d83ecebcd,0.249164173762144,10.0,2.0,6.0,3.0,9,9,45.5457759528664,-73.56217458844185,Omer-Lavallée / du Midway
90,Cherry Bar Inc,bfc27d829d7ce8c0f9e55b1cab901cbb,0.9025526843506247,64.0,2.0,4.0,4.1,9,6,45.5616903,-73.610512,CHSLD St-Michel (8e avenue / Jarry)
91,Action Production a N J,bfc27d829d7ce8c0f9e55b1cab901cbb,0.8996190724673447,75.0,2.0,2.0,4.1,9,6,45.5616903,-73.610512,CHSLD St-Michel (8e avenue / Jarry)
92,Au P'tit Buck,bfc27d829d7ce8c0f9e55b1cab901cbb,0.2091394684770483,2.0,1.0,8.0,4.0,9,6,45.5616903,-73.610512,CHSLD St-Michel (8e avenue / Jarry)
93,Vin Prendre Une Bière,1ff33fd73e2add3c30fcd821850dccd3,0.6761509202366425,51.0,2.0,2.0,4.1,21,9,45.53830765459552,-73.6548838019371,Chabanel / du Parc
94,Resto Bar Trophys,1ff33fd73e2add3c30fcd821850dccd3,0.978269712475112,83.0,2.0,2.0,4.1,21,9,45.53830765459552,-73.6548838019371,Chabanel / du Parc
95,Solevino,1ff33fd73e2add3c30fcd821850dccd3,0.3006629700200532,21.0,2.0,2.0,4.1,21,9,45.53830765459552,-73.6548838019371,Chabanel / du Parc
96,Resto Bar Beauharnois,1ff33fd73e2add3c30fcd821850dccd3,0.0584755257730487,99.0,2.0,4.0,4.1,21,9,45.53830765459552,-73.6548838019371,Chabanel / du Parc
97,Le Bar Salon Solid Gold Inc,1ff33fd73e2add3c30fcd821850dccd3,0.9777630292520356,58.0,2.0,4.0,4.1,21,9,45.53830765459552,-73.6548838019371,Chabanel / du Parc
98,Sharky's,1ff33fd73e2add3c30fcd821850dccd3,0.0146279528751622,3.0,2.0,2.0,1.5,21,9,45.53830765459552,-73.6548838019371,Chabanel / du Parc
99,Roasters,1ff33fd73e2add3c30fcd821850dccd3,0.9479228563855648,28.0,2.0,2.0,3.0,21,9,45.53830765459552,-73.6548838019371,Chabanel / du Parc
100,Pub Pit Caribou,2501128835e132f929d56798aa789839,0.9676079556402406,96.0,2.0,3.0,4.2,14,15,45.52783154456306,-73.5719096660614,Calixa-Lavallée / Rachel
101,Le Royal,2501128835e132f929d56798aa789839,0.0782647170067153,80.0,3.0,4.0,4.25,14,15,45.52783154456306,-73.5719096660614,Calixa-Lavallée / Rachel
102,Grenade - Resto-bar et terrasse,2501128835e132f929d56798aa789839,0.9634545804877004,52.0,2.0,5.0,4.0,14,15,45.52783154456306,-73.5719096660614,Calixa-Lavallée / Rachel
103,Barraca Rhumerie,2501128835e132f929d56798aa789839,0.925867248995554,10.0,1.0,3.0,3.7,14,15,45.52783154456306,-73.5719096660614,Calixa-Lavallée / Rachel
104,Chez Victoire,2501128835e132f929d56798aa789839,0.5131856028610461,66.0,3.0,7.0,4.0,14,15,45.52783154456306,-73.5719096660614,Calixa-Lavallée / Rachel
105,Le Boudoir Cafe Bar,2501128835e132f929d56798aa789839,0.6201982285781923,14.0,2.0,6.0,3.0,14,15,45.52783154456306,-73.5719096660614,Calixa-Lavallée / Rachel
106,Grenade,2501128835e132f929d56798aa789839,0.0055699669045112,54.0,2.0,9.0,4.0,14,15,45.52783154456306,-73.5719096660614,Calixa-Lavallée / Rachel
107,Marconi,00c210cb99cf9d1b923c1548938aee56,0.9641682188300612,53.0,2.0,5.0,4.5,10,15,45.53519006163501,-73.61548215150833,Marché Jean-Talon (Casgrain / Shamrock)
108,Brasserie Harricana,00c210cb99cf9d1b923c1548938aee56,0.9738380183690508,3.0,2.0,6.0,4.4,10,15,45.53519006163501,-73.61548215150833,Marché Jean-Talon (Casgrain / Shamrock)
109,Birra,00c210cb99cf9d1b923c1548938aee56,0.9846995939397832,76.0,2.0,6.0,4.05,10,15,45.53519006163501,-73.61548215150833,Marché Jean-Talon (Casgrain / Shamrock)
110,Vices & Versa Bistro du Terroir Inc,00c210cb99cf9d1b923c1548938aee56,0.9729459704411,4.0,2.0,5.0,4.25,10,15,45.53519006163501,-73.61548215150833,Marché Jean-Talon (Casgrain / Shamrock)
111,Yïsst,00c210cb99cf9d1b923c1548938aee56,0.9680718205627752,78.0,2.0,4.0,4.25,10,15,45.53519006163501,-73.61548215150833,Marché Jean-Talon (Casgrain / Shamrock)
112,Bar le Vestiaire,00c210cb99cf9d1b923c1548938aee56,0.987418556024178,36.0,2.0,6.0,4.05,10,15,45.53519006163501,-73.61548215150833,Marché Jean-Talon (Casgrain / Shamrock)
113,Cicchetti,00c210cb99cf9d1b923c1548938aee56,0.9682930484489072,87.0,2.0,7.0,3.95,10,15,45.53519006163501,-73.61548215150833,Marché Jean-Talon (Casgrain / Shamrock)
114,Huis Clos,00c210cb99cf9d1b923c1548938aee56,0.9449428018868598,17.0,2.0,6.0,4.0,10,15,45.53519006163501,-73.61548215150833,Marché Jean-Talon (Casgrain / Shamrock)
115,Bar St-Denis,00c210cb99cf9d1b923c1548938aee56,0.9759075695618974,48.0,2.0,5.0,3.45,10,15,45.53519006163501,-73.61548215150833,Marché Jean-Talon (Casgrain / Shamrock)
116,Notre Dame des Quilles,00c210cb99cf9d1b923c1548938aee56,0.944792937834964,36.0,2.0,1.0,3.6,10,15,45.53519006163501,-73.61548215150833,Marché Jean-Talon (Casgrain / Shamrock)
117,Le Vestiaire,00c210cb99cf9d1b923c1548938aee56,0.8642667358498026,28.0,2.0,6.0,4.5,10,15,45.53519006163501,-73.61548215150833,Marché Jean-Talon (Casgrain / Shamrock)
118,Le Zotique,00c210cb99cf9d1b923c1548938aee56,0.5604796094188325,4.0,3.0,7.0,3.5,10,15,45.53519006163501,-73.61548215150833,Marché Jean-Talon (Casgrain / Shamrock)
119,Alexandraplatz,00c210cb99cf9d1b923c1548938aee56,0.8270638562916187,35.0,2.0,6.0,4.0,10,15,45.53519006163501,-73.61548215150833,Marché Jean-Talon (Casgrain / Shamrock)
